,JOIN,doubleheader,temperature_fahrenheit,season_game_number,days_since_last_game,pitches_p,ba_p,iso_p,babip_p,slg_p,woba_p,xwoba_p,xba_p,hits_p,abs_p,launch_speed_p,launch_angle_p,spin_rate_p,velocity_p,effective_speed_p,whiffs_p,swings_p,takes_p,eff_min_vel_p,release_extension_p,pitcher_run_exp_p,run_exp_p,pitches_h,ba_h,iso_h,babip_h,slg_h,woba_h,xwoba_h,xba_h,hits_h,abs_h,launch_speed_h,launch_angle_h,spin_rate_h,velocity_h,effective_speed_h,whiffs_h,swings_h,takes_h,eff_min_vel_h,release_extension_h,pitcher_run_exp_h,run_exp_h,duration,score,opp_score,opp_ScoreLine,winLoss_numeric
2852,45125SDDH0,0,73,95,2.0,153,0.194,0.0,0.286,0.194,0.232,0.224,0.168,6,31,87.3,8.9,2550,84.9,84.87,19,71,82,0.0,6.4,3.3,-3.3,193,0.257,0.429,0.167,0.686,0.418,0.369,0.234,9,35,89.2,23.9,2258,89.0,89.44,15,79,114,0.4000000000000057,6.61,-3.7,3.7,182,9,1,100000000,1
2853,45125TORDH0,0,73,95,2.0,193,0.257,0.429,0.167,0.686,0.418,0.369,0.234,9,35,89.2,23.9,2258,89.0,89.44,15,79,114,0.4000000000000057,6.61,-3.7,3.7,153,0.194,0.0,0.286,0.194,0.232,0.224,0.168,6,31,87.3,8.9,2550,84.9,84.87,19,71,82,0.0,6.4,3.3,-3.3,182,1,9,202020012,0
2854,45125CHCDH0,0,73,94,1.0,138,0.257,0.143,0.333,0.4,0.312,0.3,0.244,9,35,88.6,17.6,2494,88.8,89.49,14,75,63,0.7000000000000028,6.64,0.9,-0.9,183,0.488,0.171,0.581,0.659,0.501,0.454,0.397,20,41,91.2,6.8,2246,87.1,87.78,19,83,100,0.7000000000000028,6.7,-11.2,11.2,170,17,3,120000000,1
2855,45125WSHDH0,0,73,95,1.0,183,0.488,0.171,0.581,0.659,0.501,0.454,0.397,20,41,91.2,6.8,2246,87.1,87.78,19,83,100,0.7000000000000028,6.7,-11.2,11.2,138,0.257,0.143,0.333,0.4,0.312,0.3,0.244,9,35,88.6,17.6,2494,88.8,89.49,14,75,63,0.7000000000000028,6.64,0.9,-0.9,170,3,17,00010268x,0
2856,45126ATLDH0,0,85,94,1.0,149,0.25,0.111,0.31,0.361,0.314,0.339,0.297,9,36,85.5,12.4,2635,86.9,87.07,16,69,80,0.1999999999999886,6.3,-1.0,1.0,115,0.133,0.3,0.091,0.433,0.257,0.315,0.226,4,30,91.0,14.8,2241,90.6,91.37,9,53,62,0.8000000000000114,6.61,1.8,-1.8,146,3,5,012001010,0
2857,45126AZDH0,0,85,96,1.0,115,0.133,0.3,0.091,0.433,0.257,0.315,0.225,4,30,91.0,14.8,2241,90.6,91.37,9,53,62,0.8000000000000114,6.61,1.8,-1.8,149,0.25,0.111,0.31,0.361,0.314,0.339,0.297,9,36,85.5,12.4,2635,86.9,87.07,16,69,80,0.1999999999999886,6.3,-1.0,1.0,146,5,3,010000101,1
2858,45126BALDH0,0,85,95,1.0,138,0.212,0.212,0.2,0.424,0.313,0.361,0.268,7,33,85.3,5.1,2239,89.5,89.6,13,64,74,0.1,6.23,-0.3,0.3,129,0.313,0.25,0.321,0.563,0.384,0.37,0.31,10,32,86.2,18.7,2401,85.5,85.2,11,66,63,-0.3,5.97,-2.9,2.9,157,8,5,200120000,1
2859,45126LADDH0,0,85,95,1.0,129,0.313,0.25,0.321,0.563,0.384,0.37,0.31,10,32,86.2,18.7,2401,85.5,85.2,11,66,63,-0.3,5.97,-2.9,2.9,138,0.212,0.212,0.2,0.424,0.313,0.361,0.268,7,33,85.3,5.1,2239,89.5,89.6,13,64,74,0.1,6.23,-0.3,0.3,157,5,8,40211000x,0
2860,45126BOSDH0,0,69,97,1.0,137,0.313,0.344,0.35,0.656,0.437,0.32,0.224,10,32,83.9,10.3,2011,90.6,90.89,24,74,63,0.3000000000000113,6.43,-3.0,3.0,158,0.182,0.121,0.217,0.303,0.258,0.262,0.189,6,33,86.1,20.5,2134,89.2,90.08,18,65,93,0.8999999999999915,6.79,1.5,-1.5,163,5,6,22020000x,0
2861,45126OAKDH0,0,69,98,1.0,158,0.182,0.121,0.217,0.303,0.258,0.262,0.189,6,33,86.1,20.5,2134,89.2,90.08,18,65,93,0.8999999999999915,6.79,1.5,-1.5,137,0.313,0.344,0.35,0.656,0.437,0.32,0.224,10,32,83.9,10.3,2011,90.6,90.89,24,74,63,0.3000000000000113,6.43,-3.0,3.0,163,6,5,200021000,1
2862,45126CINDH0,0,82,97,1.0,135,0.194,0.129,0.217,0.323,0.275,0.279,0.222,6,31,84.1,7.9,2539,91.9,91.52,15,56,79,-0.4,5.92,1.9,-1.9,104,0.143,0.143,0.13,0.286,0.179,0.364,0.343,4,28,87.7,2.5,2215,87.1,86.86,12,51,53,-0.2,6.06,1.0,-1.0,130,3,2,000010100,1
2863,45126SFDH0,0,82,96,1.0,104,0.143,0.143,0.13,0.286,0.179,0.364,0.343,4,28,87.7,2.5,2215,87.1,86.86,12,51,53,-0.2,6.06,1.0,-1.0,135,0.194,0.129,0.217,0.323,0.275,0.279,0.222,6,31,84.1,7.9,2539,91.9,91.52,15,56,79,-0.4,5.92,1.9,-1.9,130,2,3,00300000x,0
2864,45126COLDH0,0,90,96,1.0,138,0.229,0.143,0.269,0.371,0.267,0.238,0.208,8,35,86.1,13.2,2180,86.7,87.56,16,72,66,0.8999999999999915,6.52,1.4,-1.4,154,0.071,0.107,0.053,0.179,0.194,0.317,0.189,2,28,87.6,8.1,2337,90.5,90.42,20,75,79,-0.1,5.79,3.5,-3.5,158,1,4,001003000,0
2865,45126HOUDH0,0,90,96,1.0,154,0.071,0.107,0.053,0.179,0.194,0.317,0.189,2,28,87.6,8.0,2337,90.5,90.42,20,75,79,-0.1,5.79,3.5,-3.5,138,0.229,0.143,0.269,0.371,0.267,0.238,0.208,8,35,86.1,13.2,2180,86.7,87.56,16,72,66,0.8999999999999915,6.52,1.4,-1.4,158,4,1,000000001,1
2866,45126DETDH0,0,83,95,1.0,115,0.161,0.065,0.217,0.226,0.228,0.296,0.244,5,31,91.2,10.0,2069,90.2,90.59,20,64,51,0.3999999999999915,6.4,2.4,-2.4,128,0.229,0.114,0.241,0.343,0.257,0.353,0.295,8,35,93.3,12.8,2045,83.5,84.04,17,70,58,0.5,6.63,1.9,-1.9,132,3,2,000020000,1
2867,45126KCDH0,0,83,97,1.0,128,0.229,0.114,0.241,0.343,0.257,0.353,0.295,8,35,93.3,12.8,2045,83.5,84.04,17,70,58,0.5,6.63,1.9,-1.9,115,0.161,0.065,0.217,0.226,0.228,0.296,0.244,5,31,91.2,10.0,2069,90.2,90.59,20,64,51,0.3999999999999915,6.4,2.4,-2.4,132,2,3,010002000,0
2868,45126MIADH0,0,85,98,1.0,128,0.324,0.118,0.385,0.441,0.359,0.299,0.25,11,34,87.4,4.4,2121,93.6,93.28,18,63,65,-0.3,6.01,-1.6,1.6,166,0.324,0.135,0.344,0.459,0.346,0.372,0.345,12,37,91.9,8.2,2283,89.5,90.14,12,87,79,0.5999999999999943,6.53,0.5,-0.5,164,4,6,40000020x,0
2869,45126STLDH0,0,85,96,1.0,166,0.324,0.135,0.344,0.459,0.346,0.372,0.345,12,37,91.9,8.2,2283,89.5,90.14,12,87,79,0.5999999999999943,6.53,0.5,-0.5,128,0.324,0.118,0.385,0.441,0.359,0.299,0.25,11,34,87.4,4.4,2121,93.6,93.28,18,63,65,-0.3,6.01,-1.6,1.6,164,6,4,002000011,1
2870,45126LAADH0,0,89,97,1.0,145,0.229,0.2,0.353,0.429,0.32,0.287,0.21,8,35,89.9,10.3,2331,88.1,87.77,27,59,86,-0.3,6.12,1.6,-1.6,178,0.2,0.233,0.182,0.433,0.371,0.338,0.176,6,30,87.7,5.1,2141,90.6,90.56,29,83,95,0.0,6.28,-1.5,1.5,174,7,3,000002010,1
2871,45126NYYDH0,0,89,97,1.0,178,0.2,0.233,0.182,0.433,0.371,0.338,0.176,6,30,87.7,5.1,2141,90.6,90.56,29,83,95,0.0,6.28,-1.5,1.5,145,0.229,0.2,0.353,0.429,0.32,0.287,0.21,8,35,89.9,10.3,2331,88.1,87.77,27,59,86,-0.3,6.12,1.6,-1.6,174,3,7,22200001x,0
2872,45126CWSDH0,0,79,97,1.0,126,0.185,0.148,0.167,0.333,0.297,0.344,0.213,5,27,93.2,10.1,2135,87.0,87.94,6,48,78,0.9000000000000057,6.88,0.7,-0.7,109,0.1,0.1,0.091,0.2,0.144,0.202,0.172,3,30,84.6,17.2,2447,87.9,87.53,18,64,45,-0.4,6.09,3.7,-3.7,126,1,5,00140000x,0
2873,45126NYMDH0,0,79,95,1.0,109,0.1,0.1,0.091,0.2,0.144,0.202,0.172,3,30,84.6,17.2,2447,87.9,87.53,18,64,45,-0.4,6.09,3.7,-3.7,126,0.185,0.148,0.167,0.333,0.297,0.344,0.213,5,27,93.2,10.1,2135,87.0,87.94,6,48,78,0.9000000000000057,6.88,0.7,-0.7,126,5,1,000000100,1
2874,45126MILDH0,0,82,96,1.0,127,0.206,0.118,0.261,0.324,0.225,0.232,0.216,7,34,89.3,16.9,2193,88.9,89.35,19,73,54,0.3999999999999915,6.54,1.7,-1.7,159,0.27,0.135,0.313,0.405,0.318,0.327,0.306,10,37,89.4,8.9,2150,88.6,89.22,17,78,81,0.6000000000000085,6.61,-0.4,0.4,160,5,3,000120000,1
2875,45126PHIDH0,0,82,95,1.0,159,0.27,0.135,0.313,0.405,0.318,0.327,0.306,10,37,89.4,8.9,2150,88.6,89.22,17,78,81,0.6000000000000085,6.61,-0.4,0.4,127,0.206,0.118,0.261,0.324,0.225,0.232,0.216,7,34,89.3,16.9,2193,88.9,89.35,19,73,54,0.3999999999999915,6.54,1.7,-1.7,160,3,5,030000101,0
2876,45126CLEDH0,0,75,96,1.0,154,0.273,0.03,0.346,0.303,0.3,0.313,0.25,9,33,90.7,15.9,2442,85.3,84.96,22,74,80,-0.3,5.92,-2.5,2.5,136,0.278,0.167,0.29,0.444,0.317,0.364,0.301,10,36,85.9,14.2,2312,84.3,84.45,9,75,61,0.1000000000000085,6.27,1.1,-1.1,158,5,7,00002050x,0
2877,45126PITDH0,0,75,96,1.0,136,0.278,0.167,0.29,0.444,0.317,0.364,0.301,10,36,85.9,14.2,2312,84.3,84.45,9,75,61,0.1000000000000085,6.27,1.1,-1.1,154,0.273,0.03,0.346,0.303,0.3,0.313,0.25,9,33,90.7,15.9,2442,85.3,84.96,22,74,80,-0.3,5.92,-2.5,2.5,158,7,5,000130010,1
2878,45126MINDH0,0,83,97,1.0,126,0.161,0.194,0.2,0.355,0.231,0.309,0.25,5,31,87.6,11.9,2189,88.4,88.6,24,71,55,0.1999999999999886,6.23,1.7,-1.7,176,0.25,0.25,0.316,0.5,0.369,0.364,0.237,9,36,92.1,7.2,2187,90.9,90.43,31,82,94,-0.5,5.82,-0.2,0.2,162,6,3,000001200,1
2879,45126SEADH0,0,83,95,1.0,176,0.25,0.25,0.316,0.5,0.369,0.364,0.237,9,36,92.1,7.2,2187,90.9,90.43,31,82,94,-0.5,5.82,-0.2,0.2,126,0.161,0.194,0.2,0.355,0.231,0.309,0.25,5,31,87.6,11.9,2189,88.4,88.6,24,71,55,0.1999999999999886,6.23,1.7,-1.7,162,3,6,010020012,0
2880,45126TBDH0,0,74,99,1.0,133,0.273,0.242,0.292,0.515,0.362,0.376,0.287,9,33,90.6,21.0,2220,90.3,90.37,15,74,59,0.1000000000000085,6.38,-0.6,0.6,125,0.303,0.121,0.409,0.424,0.324,0.29,0.288,10,33,85.4,13.3,2239,89.9,90.4,22,64,61,0.5,6.59,1.3,-1.3,158,1,5,00100013x,0
2881,45126TEXDH0,0,74,97,1.0,125,0.303,0.121,0.409,0.424,0.324,0.29,0.288,10,33,85.4,13.3,2239,89.9,90.4,22,64,61,0.5,6.59,1.3,-1.3,133,0.273,0.242,0.292,0.515,0.362,0.376,0.287,9,33,90.6,21.0,2220,90.3,90.37,15,74,59,0.1000000000000085,6.38,-0.6,0.6,158,5,1,000000001,1
2882,45126SDDH0,0,68,96,1.0,143,0.182,0.0,0.261,0.182,0.219,0.259,0.216,6,33,81.1,21.8,2544,88.0,88.12,21,73,70,0.1,6.45,4.6,-4.6,155,0.229,0.029,0.348,0.257,0.262,0.286,0.222,8,35,88.4,15.9,2173,90.2,90.17,13,65,90,0.0,6.4,2.8,-2.8,167,2,0,000000000,1
2883,45126TORDH0,0,68,96,1.0,155,0.229,0.029,0.348,0.257,0.262,0.286,0.222,8,35,88.4,15.9,2173,90.2,90.17,13,65,90,0.0,6.4,2.8,-2.8,143,0.182,0.0,0.261,0.182,0.219,0.259,0.216,6,33,81.1,21.8,2544,88.0,88.12,21,73,70,0.1,6.45,4.6,-4.6,167,0,2,000020000,0
2884,45126CHCDH0,0,77,95,1.0,142,0.278,0.111,0.31,0.389,0.309,0.239,0.205,10,36,80.7,12.1,2106,86.2,85.97,11,68,73,-0.2,6.03,1.3,-1.3,177,0.344,0.281,0.36,0.625,0.441,0.401,0.292,11,32,89.9,8.7,2171,87.6,88.14,24,84,93,0.5,6.57,-3.7,3.7,175,8,3,010000020,1
2885,45126WSHDH0,0,77,96,1.0,177,0.344,0.281,0.36,0.625,0.441,0.401,0.292,11,32,89.9,8.7,2171,87.6,88.14,24,84,93,0.5,6.57,-3.7,3.7,142,0.278,0.111,0.31,0.389,0.309,0.239,0.205,10,36,80.7,12.1,2106,86.2,85.97,11,68,73,-0.2,6.03,1.3,-1.3,175,3,8,10010015x,0
2886,45127ATLDH0,0,90,95,1.0,145,0.182,0.333,0.2,0.515,0.318,0.296,0.198,6,33,87.9,7.8,2235,92.8,93.91,32,82,63,1.1000000000000083,6.8,-0.3,0.3,122,0.258,0.516,0.182,0.774,0.427,0.366,0.257,8,31,97.8,15.7,2287,89.9,90.82,10,65,57,0.8999999999999915,6.62,-3.4,3.4,149,7,5,000000410,1
2887,45127AZDH0,0,90,97,1.0,122,0.258,0.516,0.182,0.774,0.427,0.366,0.257,8,31,97.8,15.7,2287,89.9,90.82,10,65,57,0.8999999999999915,6.62,-3.4,3.4,145,0.182,0.333,0.2,0.515,0.318,0.296,0.198,6,33,87.9,7.8,2235,92.8,93.91,32,82,63,1.1000000000000083,6.8,-0.3,0.3,149,5,7,00000124x,0
2888,45127BALDH0,0,72,96,1.0,146,0.25,0.056,0.391,0.306,0.298,0.318,0.277,9,36,86.0,-2.3,2168,88.0,88.59,31,77,69,0.5999999999999943,6.7,2.8,-2.8,134,0.182,0.061,0.286,0.242,0.171,0.142,0.158,6,33,89.7,-0.7,2649,90.2,91.31,27,66,68,1.0999999999999943,7.05,2.7,-2.7,169,4,3,0100002000,1
2889,45127TBDH0,0,72,100,1.0,134,0.182,0.061,0.286,0.242,0.171,0.142,0.158,6,33,89.7,-0.7,2649,90.2,91.31,27,66,68,1.0999999999999943,7.05,2.7,-2.7,146,0.25,0.056,0.391,0.306,0.298,0.318,0.277,9,36,86.0,-2.3,2168,88.0,88.59,31,77,69,0.5999999999999943,6.7,2.8,-2.8,169,3,4,0003000001,0
2890,45127CHCDH0,0,80,96,1.0,174,0.286,0.286,0.32,0.571,0.414,0.385,0.278,10,35,93.2,4.8,2330,89.0,89.04,23,66,108,0.0,6.06,-4.1,4.1,171,0.182,0.182,0.24,0.364,0.287,0.275,0.195,6,33,88.2,15.2,2268,90.2,90.42,19,72,99,0.2000000000000028,6.34,2.6,-2.6,178,2,7,100420000,0
2891,45127STLDH0,0,80,97,1.0,171,0.182,0.182,0.24,0.364,0.287,0.275,0.195,6,33,88.2,15.2,2268,90.2,90.42,19,72,99,0.2000000000000028,6.34,2.6,-2.6,174,0.286,0.286,0.32,0.571,0.414,0.385,0.278,10,35,93.2,4.8,2330,89.0,89.04,23,66,108,0.0,6.06,-4.1,4.1,178,7,2,000100100,1
2892,45127CINDH0,0,85,98,1.0,120,0.071,0.143,0.053,0.214,0.155,0.242,0.179,2,28,91.8,23.6,2360,88.1,88.94,18,58,62,0.8000000000000114,6.64,2.3,-2.3,143,0.364,0.212,0.423,0.576,0.431,0.433,0.382,12,33,90.6,9.3,2196,89.2,88.91,9,57,86,-0.3,5.94,-2.8,2.8,137,5,1,000000001,1
2893,45127SFDH0,0,85,97,1.0,143,0.364,0.212,0.423,0.576,0.431,0.433,0.382,12,33,90.6,9.3,2196,89.2,88.91,9,57,86,-0.3,5.94,-2.8,2.8,120,0.071,0.143,0.053,0.214,0.155,0.242,0.179,2,28,91.8,23.5,2360,88.1,88.94,18,58,62,0.8000000000000114,6.64,2.3,-2.3,137,1,5,00221000x,0
2894,45127HOUDH0,0,71,97,1.0,120,0.2,0.067,0.273,0.267,0.232,0.26,0.204,6,30,87.6,10.0,2305,86.4,86.44,17,57,63,0.0,6.24,3.4,-3.4,125,0.156,0.125,0.167,0.281,0.214,0.324,0.271,5,32,91.1,12.1,2258,87.5,87.08,19,69,56,-0.4,6.16,2.1,-2.1,132,3,1,100000000,1
2895,45127OAKDH0,0,71,99,1.0,125,0.156,0.125,0.167,0.281,0.214,0.324,0.271,5,32,91.1,12.1,2258,87.5,87.08,19,69,56,-0.4,6.16,2.1,-2.1,120,0.2,0.067,0.273,0.267,0.232,0.26,0.204,6,30,87.6,10.0,2305,86.4,86.44,17,57,63,0.0,6.24,3.4,-3.4,132,1,3,000002001,0
2896,45127DETDH0,0,86,96,1.0,107,0.138,0.069,0.154,0.207,0.165,0.305,0.266,4,29,86.1,22.3,2285,88.3,88.11,13,55,52,-0.2,6.03,4.1,-4.1,144,0.194,0.065,0.222,0.258,0.243,0.319,0.275,6,31,86.4,6.9,2181,87.4,87.69,16,67,77,0.2999999999999971,6.31,2.0,-2.0,127,3,0,000000000,1
2897,45127KCDH0,0,86,98,1.0,144,0.194,0.065,0.222,0.258,0.243,0.319,0.275,6,31,86.4,6.9,2181,87.4,87.69,16,67,77,0.2999999999999971,6.31,2.0,-2.0,107,0.138,0.069,0.154,0.207,0.165,0.305,0.266,4,29,86.1,22.3,2285,88.3,88.11,13,55,52,-0.2,6.03,4.1,-4.1,127,0,3,020010000,0
2898,45127CWSDH0,0,85,98,1.0,143,0.133,0.133,0.143,0.267,0.243,0.27,0.188,4,30,89.5,9.3,2379,91.6,92.12,10,57,86,0.5,6.66,2.7,-2.7,141,0.273,0.121,0.346,0.394,0.29,0.27,0.251,9,33,87.7,6.9,2096,88.9,89.15,18,72,69,0.1999999999999886,6.49,-0.8,0.8,157,6,2,000010010,1
2899,45127NYMDH0,0,85,96,1.0,141,0.273,0.121,0.346,0.394,0.29,0.27,0.251,9,33,87.7,6.9,2096,88.9,89.15,18,72,69,0.1999999999999886,6.49,-0.8,0.8,143,0.133,0.133,0.143,0.267,0.243,0.27,0.188,4,30,89.5,9.3,2379,91.6,92.12,10,57,86,0.5,6.66,2.7,-2.7,157,2,6,110004000,0
2900,45127MILDH0,0,84,97,1.0,119,0.069,0.0,0.125,0.069,0.121,0.148,0.098,2,29,88.6,5.3,2606,90.8,91.48,20,60,59,0.7000000000000028,6.54,4.7,-4.7,146,0.242,0.152,0.304,0.394,0.305,0.26,0.218,8,33,86.1,17.5,2152,88.8,88.36,10,69,77,-0.4,5.89,-0.5,0.5,143,4,0,000000000,1
2901,45127PHIDH0,0,84,96,1.0,146,0.242,0.152,0.304,0.394,0.305,0.26,0.218,8,33,86.1,17.5,2152,88.8,88.36,10,69,77,-0.4,5.89,-0.5,0.5,119,0.069,0.0,0.125,0.069,0.121,0.148,0.098,2,29,88.6,5.3,2606,90.8,91.48,20,60,59,0.7000000000000028,6.54,4.7,-4.7,143,0,4,003000100,0
2902,45127MINDH0,0,76,98,1.0,147,0.25,0.219,0.316,0.469,0.358,0.377,0.274,8,32,92.8,17.8,2269,90.1,91.06,20,64,83,1.0,6.73,-0.3,0.3,128,0.161,0.065,0.278,0.226,0.182,0.199,0.18,5,31,81.2,18.2,2216,92.5,92.94,25,72,56,0.4000000000000057,6.37,4.5,-4.5,155,0,5,10010003x,0
2903,45127SEADH0,0,76,96,1.0,128,0.161,0.065,0.278,0.226,0.182,0.199,0.18,5,31,81.2,18.2,2216,92.5,92.94,25,72,56,0.4000000000000057,6.37,4.5,-4.5,147,0.25,0.219,0.316,0.469,0.358,0.377,0.274,8,32,92.8,17.8,2269,90.1,91.06,20,64,83,1.0,6.73,-0.3,0.3,155,5,0,000000000,1
2904,45127SDDH0,0,75,97,1.0,164,0.31,0.207,0.35,0.517,0.434,0.368,0.237,9,29,80.6,5.5,2383,87.2,87.54,24,68,96,0.2999999999999971,6.66,-0.7,0.7,132,0.2,0.0,0.25,0.2,0.238,0.268,0.219,6,30,85.3,20.0,2089,88.4,88.16,10,54,78,-0.2,6.24,3.4,-3.4,173,0,4,01000012x,0
2905,45127TORDH0,0,75,97,1.0,132,0.2,0.0,0.25,0.2,0.238,0.268,0.219,6,30,85.3,20.0,2089,88.4,88.16,10,54,78,-0.2,6.24,3.4,-3.4,164,0.31,0.207,0.35,0.517,0.434,0.368,0.237,9,29,80.6,5.5,2383,87.2,87.54,24,68,96,0.2999999999999971,6.66,-0.7,0.7,173,4,0,000000000,1
2906,45128LAADH0,0,79,98,2.0,126,0.229,0.371,0.222,0.6,0.36,0.327,0.209,8,35,89.4,12.0,2258,89.7,90.55,25,70,56,0.7999999999999972,6.78,-0.1,0.1,152,0.2,0.433,0.154,0.633,0.39,0.392,0.232,6,30,85.6,4.3,2218,88.5,89.23,32,70,82,0.7000000000000028,6.69,-4.4,4.4,155,8,5,000221000,1
2907,45128PITDH0,0,79,97,2.0,152,0.2,0.433,0.154,0.633,0.39,0.392,0.232,6,30,85.6,4.3,2218,88.5,89.23,32,70,82,0.7000000000000028,6.69,-4.4,4.4,126,0.229,0.371,0.222,0.6,0.36,0.327,0.209,8,35,89.4,12.0,2258,89.7,90.55,25,70,56,0.7999999999999972,6.78,-0.1,0.1,155,5,8,00053000x,0
2908,45128BALDH0,0,72,97,1.0,116,0.226,0.258,0.238,0.484,0.307,0.252,0.206,7,31,92.3,8.7,2358,90.8,90.9,16,59,57,0.1000000000000085,6.38,1.0,-1.0,121,0.069,0.034,0.133,0.103,0.113,0.209,0.172,2,29,89.9,15.3,2280,88.2,88.76,12,55,66,0.5999999999999943,6.66,4.6,-4.6,129,0,3,01000110x,0
2909,45128TBDH0,0,72,101,1.0,121,0.069,0.034,0.133,0.103,0.113,0.209,0.172,2,29,89.9,15.3,2280,88.2,88.76,12,55,66,0.5999999999999943,6.66,4.6,-4.6,116,0.226,0.258,0.238,0.484,0.307,0.252,0.206,7,31,92.3,8.7,2358,90.8,90.9,16,59,57,0.1000000000000085,6.38,1.0,-1.0,129,3,0,000000000,1
2910,45128BOSDH0,0,75,98,2.0,142,0.342,0.237,0.379,0.579,0.389,0.291,0.24,13,38,87.4,9.8,2174,87.5,87.48,15,80,62,0.0,6.27,-1.5,1.5,162,0.242,0.091,0.32,0.333,0.276,0.282,0.262,8,33,87.9,13.0,2285,88.3,88.73,26,73,89,0.4000000000000057,6.56,1.1,-1.1,177,4,5,002201000,0
2911,45128NYMDH0,0,75,97,1.0,162,0.242,0.091,0.32,0.333,0.276,0.282,0.262,8,33,87.9,13.0,2285,88.3,88.73,26,73,89,0.4000000000000057,6.56,1.1,-1.1,142,0.342,0.237,0.379,0.579,0.389,0.291,0.24,13,38,87.4,9.8,2174,87.5,87.48,15,80,62,0.0,6.27,-1.5,1.5,177,5,4,120000100,1
2912,45128CHCDH0,0,74,97,1.0,163,0.206,0.0,0.318,0.206,0.271,0.278,0.189,7,34,83.2,7.3,2415,88.5,89.01,15,69,94,0.5,6.43,2.0,-2.0,136,0.273,0.242,0.304,0.515,0.341,0.349,0.3,9,33,91.1,9.2,2451,87.8,88.62,15,65,71,0.7999999999999972,6.58,0.6,-0.6,168,4,3,010000200,1
2913,45128STLDH0,0,74,98,1.0,136,0.273,0.242,0.304,0.515,0.341,0.349,0.3,9,33,91.1,9.2,2451,87.8,88.62,15,65,71,0.7999999999999972,6.58,0.6,-0.6,163,0.206,0.0,0.318,0.206,0.271,0.278,0.189,7,34,83.2,7.3,2415,88.5,89.01,15,69,94,0.5,6.43,2.0,-2.0,168,3,4,00400000x,0
2914,45128AZDH0,0,82,98,1.0,170,0.273,0.152,0.308,0.424,0.376,0.329,0.223,9,33,86.5,15.5,2144,90.3,90.52,21,74,96,0.2000000000000028,6.37,-3.8,3.8,153,0.206,0.353,0.182,0.559,0.352,0.281,0.187,7,34,89.9,15.7,2176,87.8,88.32,21,75,78,0.5,6.54,-1.2,1.2,186,6,9,11025000x,0
2915,45128CINDH0,0,82,99,1.0,153,0.206,0.353,0.182,0.559,0.352,0.281,0.187,7,34,89.9,15.7,2176,87.8,88.32,21,75,78,0.5,6.54,-1.2,1.2,170,0.273,0.152,0.308,0.424,0.376,0.329,0.223,9,33,86.5,15.5,2144,90.3,90.52,21,74,96,0.2000000000000028,6.37,-3.8,3.8,186,9,6,101010300,1
2916,45128CLEDH0,0,75,97,2.0,167,0.235,0.235,0.261,0.471,0.37,0.359,0.248,8,34,90.7,12.7,2287,89.5,90.69,22,70,97,1.2000000000000028,6.99,-1.4,1.4,144,0.361,0.083,0.464,0.444,0.375,0.335,0.298,13,36,85.7,5.8,2116,89.7,90.09,16,73,71,0.3999999999999915,6.49,-3.3,3.3,174,6,5,001001300,1
2917,45128PHIDH0,0,75,97,1.0,144,0.361,0.083,0.464,0.444,0.375,0.335,0.298,13,36,85.7,5.8,2116,89.7,90.09,16,73,71,0.3999999999999915,6.49,-3.3,3.3,167,0.235,0.235,0.261,0.471,0.37,0.359,0.248,8,34,90.7,12.7,2287,89.5,90.69,22,70,97,1.2000000000000028,6.99,-1.4,1.4,174,5,6,20011200x,0
2918,45128COLDH0,0,72,97,2.0,142,0.206,0.029,0.269,0.235,0.22,0.263,0.228,7,34,86.9,8.3,2344,90.3,89.95,15,64,78,-0.4,6.27,4.1,-4.1,165,0.25,0.278,0.316,0.528,0.362,0.33,0.231,9,36,89.9,12.5,2254,87.0,86.9,30,81,84,-0.1,6.43,-0.5,0.5,160,6,1,000000100,1
2919,45128MIADH0,0,72,99,2.0,165,0.25,0.278,0.316,0.528,0.362,0.33,0.231,9,36,89.9,12.5,2254,87.0,86.9,30,81,84,-0.1,6.43,-0.5,0.5,142,0.206,0.029,0.269,0.235,0.22,0.263,0.228,7,34,86.9,8.3,2344,90.3,89.95,15,64,78,-0.4,6.27,4.1,-4.1,160,1,6,231000000,0
2920,45128DETDH0,0,80,97,1.0,151,0.25,0.278,0.259,0.528,0.342,0.358,0.262,9,36,91.3,17.0,2381,89.0,88.68,15,67,84,-0.3,6.04,-1.3,1.3,140,0.242,0.242,0.261,0.485,0.326,0.303,0.227,8,33,91.9,17.6,2449,88.6,88.42,22,70,70,-0.2,6.12,0.7,-0.7,153,4,5,302000000,0
2921,45128SDDH0,0,80,98,1.0,140,0.242,0.242,0.261,0.485,0.326,0.303,0.227,8,33,91.9,17.6,2449,88.6,88.42,22,70,70,-0.2,6.12,0.7,-0.7,151,0.25,0.278,0.259,0.528,0.342,0.358,0.262,9,36,91.3,17.0,2381,89.0,88.68,15,67,84,-0.3,6.04,-1.3,1.3,153,5,4,000011200,1
2922,45128HOUDH0,0,71,98,1.0,152,0.219,0.063,0.259,0.281,0.285,0.322,0.253,7,32,86.3,15.4,2356,89.0,88.47,18,69,83,-0.5,6.06,0.7,-0.7,137,0.25,0.333,0.192,0.583,0.355,0.353,0.249,9,36,91.4,21.9,2251,87.4,87.34,9,67,70,-0.1,6.23,-1.2,1.2,160,6,4,001030000,1
